1025,36,920,40,0,0
945,44,837,73,0,0
920,40,935,54,0,0
629,105,41,63,0,0
859,54,317,307,0,0
946,44,42,964,0,0
326,286,0,0,0,0
312,317,0,0,0,0
910,54,664,115,0,0
1015,30,964,46,0,0
1021,29,883,56,0,0
989,47,283,321,0,0
945,58,288,327,0,0
959,41,55,910,0,0
952,40,937,40,0,0
988,38,56,819,0,0
895,62,61,861,0,0
998,31,920,45,0,0
871,67,234,380,0,0
955,32,953,38,0,0
307,274,0,0,0,0
399,226,0,0,0,0
745,77,202,204,0,0
980,42,912,56,0,0
967,41,942,43,0,0
901,42,919,38,0,0
939,43,52,895,0,0
975,40,39,993,0,0
936,52,919,50,0,0
895,45,48,944,0,0
424,217,0,0,0,0
279,296,0,0,0,0
978,39,889,57,0,0
850,73,311,279,0,0
311,307,0,0,0,0
899,56,351,252,0,0
516,154,0,0,0,0
942,44,44,952,0,0
381,249,0,0,0,0
922,43,38,982,0,0
328,297,0,0,0,0
504,188,0,1,0,0
944,34,925,37,0,0
355,252,0,0,0,0
973,46,163,531,0,0
935,50,262,327,0,0
975,36,979,38,0,0
909,48,41,918,0,0
670,119,44,48,0,0
950,44,955,46,0,0
301,301,0,0,0,0
946,37,927,44,0,0
983,41,711,101,0,0
903,60,52,902,0,0
390,224,0,0,0,0
925,51,980,41,0,0
963,39,123,594,0,0
326,307,0,0,0,0
281,289,0,0,0,0
915,32,890,43,0,0
341,246,0,0,0,0
947,49,29,914,0,0
948,38,33,898,0,0
566,162,10,6,0,0
957,33,54,867,0,0
984,43,164,509,0,0
1003,39,866,57,0,0
313,328,0,0,0,0
430,215,0,0,0,0
354,271,0,0,0,0
964,34,924,63,0,0
329,293,0,0,0,0
860,68,215,356,0,0
611,123,18,13,0,0
962,38,68,782,0,0
667,115,86,81,0,0
542,170,5,1,0,0
946,44,921,41,0,0
512,165,1,0,0,0
817,72,255,309,0,0
910,39,934,51,0,0
707,110,141,139,0,0
328,295,0,0,0,0
727,101,195,181,0,0
739,88,167,215,0,0
929,49,47,938,0,0
363,243,0,0,0,0
990,37,45,963,0,0
646,121,40,38,0,0
931,47,52,891,0,0
756,96,207,291,0,0
921,57,916,47,0,0
909,50,925,63,0,0
344,266,0,0,0,0
972,43,136,586,0,0
938,45,964,49,0,0
415,238,0,0,0,0
992,40,44,973,0,0
943,53,295,326,0,0
425,228,0,0,0,0
307,314,0,0,0,0
931,47,766,93,0,0
992,36,61,853,0,0
383,248,0,0,0,0
938,43,73,784,0,0
653,101,87,62,0,0
950,31,222,403,0,0
367,243,0,0,0,0
401,221,0,0,0,0
833,70,249,313,0,0
777,79,308,253,0,0
937,51,74,758,0,0
938,44,300,285,0,0
983,40,953,39,0,0
1020,42,48,903,0,0
904,44,79,762,0,0
977,39,292,326,0,0
985,42,83,790,0,0
703,99,125,114,0,0
358,255,0,0,0,0
354,259,0,0,0,0
359,260,0,0,0,0
949,41,201,432,0,0
301,301,0,0,0,0
1002,33,722,97,0,0
312,288,0,0,0,0
955,52,489,175,0,0
309,306,0,0,0,0
360,239,0,0,0,0
984,44,942,50,0,0
484,178,0,0,0,0
751,86,184,206,0,0
970,40,948,40,0,0
971,42,51,908,0,0
973,43,302,298,0,0
903,57,378,219,0,0
434,203,0,0,0,0
386,228,0,0,0,0
319,287,0,0,0,0
315,295,0,0,0,0
920,57,163,512,0,0
983,32,48,904,0,0
963,42,886,47,0,0
929,43,53,918,0,0
323,291,0,0,0,0
994,45,992,39,0,0
352,286,0,0,0,0
322,269,0,0,0,0
984,38,374,236,0,0
953,49,803,68,0,0
957,47,216,443,0,0
343,242,0,0,0,0
859,57,341,244,0,0
379,233,0,0,0,0
916,43,131,610,0,0
949,41,984,44,0,0
903,54,37,971,0,0
935,35,930,40,0,0
429,236,0,0,0,0
953,37,881,58,0,0
961,39,42,954,0,0
954,39,550,155,0,0
302,302,0,0,0,0
962,46,53,880,0,0
591,121,13,12,0,0
975,54,132,608,0,0
974,31,946,43,0,0
561,148,1,3,0,0
326,268,0,0,0,0
975,34,962,38,0,0
301,282,0,0,0,0
305,301,0,0,0,0
1007,34,41,950,0,0
853,60,344,247,0,0
913,44,873,65,0,0
471,158,1,0,0,0
979,52,1003,38,0,0
369,260,0,0,0,0
986,37,953,42,0,0
934,50,96,690,0,0
315,286,0,0,0,0
386,246,0,0,0,0
906,52,328,287,0,0
322,294,0,0,0,0
941,43,896,57,0,0
976,38,841,70,0,0
930,50,46,992,0,0
946,43,519,158,0,0
776,86,281,235,0,0
317,301,0,0,0,0
940,55,51,976,0,0
949,38,472,167,0,0
965,49,883,58,0,0
369,246,0,0,0,0
910,42,914,44,0,0
925,46,289,312,0,0
330,305,0,0,0,0
881,52,155,556,0,0
349,282,0,0,0,0
509,168,0,0,0,0
912,52,893,62,0,0
885,51,766,81,0,0
921,45,347,249,0,0
959,36,917,53,0,0
926,50,46,981,0,0
313,275,0,0,0,0
1021,36,920,41,0,0
841,57,342,262,0,0
846,67,56,807,0,0
930,60,45,984,0,0
759,92,250,218,0,0
918,49,890,54,0,0
987,33,57,890,0,0
941,46,34,967,0,0
913,38,956,44,0,0
910,47,625,123,0,0
855,79,304,263,0,0
289,297,0,0,0,0
947,43,481,169,0,0
995,42,548,142,0,0
995,47,44,948,0,0
445,191,0,0,0,0
915,45,881,60,0,0
936,48,937,35,0,0
297,301,0,0,0,0
823,68,268,304,0,0
1011,38,963,36,0,0
776,68,280,257,0,0
932,54,42,893,0,0
292,295,0,0,0,0
939,40,621,118,0,0
609,123,27,24,0,0
989,33,500,196,0,0
303,305,0,0,0,0
317,327,0,0,0,0
946,58,138,612,0,0
1028,32,931,50,0,0
559,162,7,3,0,0
422,217,0,0,0,0
897,57,178,456,0,0
424,207,0,0,0,0
318,321,0,0,0,0
981,29,941,43,0,0
547,147,2,1,0,0
942,38,321,289,0,0
935,52,71,872,0,0
570,159,4,1,0,0
624,133,27,35,0,0
350,277,0,0,0,0
961,48,232,411,0,0
719,91,180,212,0,0
824,64,156,462,0,0
927,49,148,603,0,0
308,304,0,0,0,0
360,258,0,0,0,0
912,55,918,49,0,0
456,195,0,0,0,0
330,287,0,0,0,0
387,230,0,0,0,0
696,107,136,153,0,0
461,229,0,0,0,0
530,159,2,0,0,0
577,152,6,8,0,0
295,292,0,0,0,0
761,89,221,260,0,0
345,258,0,0,0,0
917,46,339,267,0,0
935,46,946,49,0,0
807,75,221,304,0,0
303,293,0,0,0,0
979,44,83,808,0,0
967,44,128,586,0,0
801,69,301,318,0,0
914,45,45,914,0,0
983,44,901,55,0,0
322,258,0,0,0,0
968,42,889,59,0,0
946,40,505,165,0,0
975,44,43,939,0,0
936,49,892,60,0,0
970,39,37,980,0,0
913,42,305,315,0,0
881,40,37,914,0,0
346,316,0,0,0,0
966,31,121,623,0,0
899,65,264,346,0,0
1018,27,932,52,0,0
868,54,209,396,0,0
946,45,940,41,0,0
969,44,906,47,0,0
918,37,219,404,0,0
837,62,239,243,0,0
920,53,36,978,0,0
346,286,0,0,0,0
616,135,28,25,0,0
978,43,441,202,0,0
807,73,275,312,0,0
959,46,49,924,0,0
985,45,93,781,0,0
329,300,0,0,0,0
707,101,110,108,0,0
965,49,812,78,0,0
874,51,552,148,0,0
920,40,266,343,0,0
851,82,214,351,0,0
942,40,263,323,0,0
917,55,344,267,0,0
305,286,0,0,0,0
909,55,296,310,0,0
944,43,193,473,0,0
523,171,1,0,0,0
979,44,92,669,0,0
666,110,107,109,0,0
458,202,0,0,0,0
726,95,152,196,0,0
990,55,174,471,0,0
1006,52,53,908,0,0
341,261,0,0,0,0
927,39,78,766,0,0
344,256,0,0,0,0
985,43,962,45,0,0
339,275,0,0,0,0
871,62,179,478,0,0
912,45,687,108,0,0
883,43,42,951,0,0
935,47,517,161,0,0
923,56,446,174,0,0
366,236,0,0,0,0
952,46,903,48,0,0
399,252,0,0,0,0
1041,46,929,47,0,0
499,170,0,0,0,0
935,35,971,51,0,0
520,165,0,0,0,0
930,36,375,264,0,0
343,274,0,0,0,0
901,56,52,964,0,0
958,50,913,50,0,0
925,39,970,51,0,0
915,45,251,366,0,0
444,211,0,0,0,0
948,43,51,916,0,0
338,280,0,0,0,0
964,37,392,234,0,0
344,289,0,0,0,0
955,49,240,369,0,0
814,67,392,223,0,0
324,287,0,0,0,0
500,180,0,0,0,0
337,275,0,0,0,0
941,38,967,36,0,0
346,254,0,0,0,0
323,285,0,0,0,0
311,299,0,0,0,0
959,52,598,134,0,0
417,227,0,0,0,0
816,74,239,316,0,0
996,41,50,945,0,0
454,207,0,0,0,0
325,279,0,0,0,0
439,174,0,0,0,0
928,48,941,38,0,0
895,40,472,187,0,0
941,45,258,334,0,0
335,263,0,0,0,0
750,96,218,291,0,0
887,50,844,56,0,0
704,97,108,145,0,0
308,307,0,0,0,0
957,44,327,289,0,0
493,169,0,0,0,0
983,36,962,47,0,0
422,226,0,0,0,0
978,35,895,51,0,0
289,297,0,0,0,0
820,68,388,216,0,0
913,45,952,46,0,0
937,47,83,820,0,0
914,48,70,833,0,0
977,52,447,218,0,0
821,75,272,305,0,0
910,38,91,752,0,0
850,61,281,318,0,0
933,53,886,34,0,0
314,298,0,0,0,0
833,62,155,533,0,0
975,38,920,50,0,0
940,49,38,963,0,0
875,74,214,418,0,0
312,299,0,0,0,0
309,305,0,0,0,0
950,55,667,100,0,0
959,43,953,46,0,0
902,47,926,43,0,0
855,66,287,317,0,0
978,41,950,49,0,0
929,46,473,184,0,0
429,229,0,0,0,0
952,39,604,135,0,0
826,62,206,372,0,0
798,69,297,251,0,0
951,37,991,40,0,0
1025,37,899,44,0,0
987,48,452,200,0,0
461,183,0,0,0,0
311,318,0,0,0,0
980,45,623,118,0,0
1007,38,39,974,0,0
867,64,233,373,0,0
977,49,840,73,0,0
988,38,99,736,0,0
329,275,0,0,0,0
299,303,0,0,0,0
327,306,0,0,0,0
516,176,0,1,0,0
331,275,0,0,0,0
960,43,178,462,0,0
296,308,0,0,0,0
782,77,180,325,0,0
887,63,689,102,0,0
934,53,142,603,0,0
941,45,929,46,0,0
998,42,805,79,0,0
335,282,0,0,0,0
852,59,304,260,0,0
640,121,27,28,0,0
498,165,0,1,0,0
400,206,0,0,0,0
929,54,536,164,0,0
1013,47,849,60,0,0
357,277,0,0,0,0
948,54,158,512,0,0
898,51,126,579,0,0
832,61,284,285,0,0
307,299,0,0,0,0
1000,45,956,52,0,0
976,45,610,137,0,0
911,45,227,405,0,0
990,36,905,40,0,0
981,52,966,43,0,0
322,280,0,0,0,0
784,71,291,270,0,0
458,200,0,0,0,0
969,33,987,34,0,0
939,38,382,228,0,0
698,98,88,94,0,0
965,53,946,52,0,0
1009,33,518,149,0,0
982,43,56,910,0,0
968,44,55,977,0,0
630,122,21,24,0,0
306,297,0,0,0,0
864,71,330,265,0,0
355,252,0,0,0,0
352,272,0,0,0,0
453,185,0,0,0,0
928,37,41,927,0,0
975,45,957,53,0,0
970,35,861,48,0,0
307,303,0,0,0,0
937,44,354,259,0,0
318,294,0,0,0,0
972,34,899,56,0,0
964,50,916,52,0,0
484,192,1,0,0,0
341,279,0,0,0,0
961,35,831,69,0,0
960,39,46,922,0,0
492,196,0,0,0,0
957,48,53,935,0,0
938,44,281,354,0,0
447,180,0,0,0,0
977,45,395,230,0,0
996,51,249,358,0,0
454,203,0,0,0,0
954,39,297,278,0,0
549,154,1,7,0,0
823,60,234,385,0,0
966,53,954,43,0,0
369,255,0,0,0,0
296,296,0,0,0,0
676,102,124,129,0,0
1022,37,390,238,0,0
982,30,78,816,0,0
